Description,FunctionalApprover,Identifier,Name,TechnicalAdmin
Profil spécial pour utilisation pavé numérique USB,,P_SEP_Nomade ETH Wifi avec USB_Nomade ETH Wifi avec USB,P_SEP_Nomade ETH Wifi avec USB,
Profil standard comprenant l'autorisation pour les portables de se connecter é distance é l'Etherne,,P_SEP_Nomade ETH et Wifi_Nomade ETH et Wifi,P_SEP_Nomade ETH et Wifi,
Abilité é administrer le paramétrage des fonctions de revue de code et de les positionner par proje,,P_SONAR_Administrators ARCHI_ARCHI,P_SONAR_Administrators ARCHI,
Abilité é administrer le paramétrage des fonctions de revue de code et de les positionner par proje,,P_SONAR_Administrators GFI_GFI,P_SONAR_Administrators GFI,
Abilité é administrer le paramétrage des fonctions de revue de code et de les positionner par proje,,P_SONAR_Administrators GPA_EPIC_GPA_EPIC,P_SONAR_Administrators GPA_EPIC,
Abilité é administrer le paramétrage des fonctions de revue de code et de les positionner par proje,,P_SONAR_Administrators GPA_P3S_GPA_P3S,P_SONAR_Administrators GPA_P3S,
Abilité é administrer le paramétrage des fonctions de revue de code et de les positionner par proje,,P_SONAR_Administrators PGP_PGP,P_SONAR_Administrators PGP,
"Abilité é navigué dans les services de revue de code exposé par un project, et de voir le code sour",,P_SONAR_Users DOS_ITD_DOS,P_SONAR_Users DOS,
"Abilité é navigué dans les services de revue de code exposé par un project, et de voir le code sour",,P_SONAR_Users SAS_SALP,P_SONAR_Users SAS,
"Abilité é navigué dans les services de revue de code exposé par un project, et de voir le code sour",,P_SONAR_Users TaskForce_TaskForce,P_SONAR_Users TaskForce,
Accès en lecture é l'application SVN,,P_SVN_Utilisateur_Utilisateur,P_SVN_Utilisateur,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent  IPK et/ou workflow - équipe DSIN_G_infra_dsin_2010,P_SVP.NET_Groupe AD pour mapping avec modele Agent  IPK et/ou workflow - équipe DSIN,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent  IPK et/ou workflow - équipe Logistique_G_infra_logistique_2010,P_SVP.NET_Groupe AD pour mapping avec modele Agent  IPK et/ou workflow - équipe Logistique,
Fonction de sécurité définissant les droits  IPK et/ou Workflow,,P_SVP.NET_Groupe AD pour mapping avec modele Agent  IPK et/ou workflow - équipe RH Badge_G_infra_rh_badge,P_SVP.NET_Groupe AD pour mapping avec modele Agent  IPK et/ou workflow - équipe RH Badge,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DFI_G_infra_dfi_2010,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DFI,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/CDG_G_infra_dosip_bpa_cdg,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/CDG,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILMEP_G_infra_dosip_bpa_gsi_pilmep,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILMEP,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILPPM_G_infra_dosip_bpa_gsi_pilppm,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILPPM,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILTMP_G_infra_dosip_bpa_gsi_piltmp,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILTMP,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/TRA_G_infra_dosip_bpa_gsi_tra,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/TRA,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EDK/DEV_G_infra_dosip_ea_edk_dev,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EDK/DEV,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EDK/PREST_G_infra_dosip_ea_edk_prest,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EDK/PREST,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/IQL_G_infra_dosip_ea_eif_alm_iql,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/IQL,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM1_G_infra_dosip_ea_eif_alm_mam1,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM1,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM2_G_infra_dosip_ea_eif_alm_mam2,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM2,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM3_G_infra_dosip_ea_eif_alm_mam3,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAM3,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAO_G_infra_dosip_ea_eif_alm_mao,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/MAO,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/HOST_G_infra_dosip_ea_eif_host,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/HOST,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/OPEN/POP_G_infra_dosip_ea_eif_open_pop,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/OPEN/POP,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/PJH1_G_infra_dosip_ea_eif_pjh1,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/PJH1,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/PJH2_G_infra_dosip_ea_eif_pjh2,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/EIF/PJH2,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/DEC/CDS_G_infra_dosip_ea_psp_dec_cds,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/DEC/CDS,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/DEC_G_infra_dosip_ea_psp_dec,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/DEC,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/FIL_G_infra_dosip_ea_psp_fil,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/FIL,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/ICO_G_infra_dosip_ea_psp_ico,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/ICO,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/SOP_G_infra_dosip_ea_psp_sop,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/PSP/SOP,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/ARCHI_G_infra_dosip_ea_ua_archi,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/ARCHI,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/DIGIT_G_infra_dosip_ea_ua_digit,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/DIGIT,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/URBA_G_infra_dosip_ea_ua_urba,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/URBA,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EIF/IDF_G_infra_dosip_ea_pil,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EIF/IDF,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IDC_G_infra_dosip_it_idc,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IDC,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/INFRA_G_infra_dosip_it_iir_infra,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/INFRA,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/PDT_G_infra_dosip_it_iir_pdt,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/PDT,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/RESEAU_G_infra_dosip_it_iir_reseau,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/RESEAU,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/QSI/QUA_G_infra_dosip_it_qsi_qua,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/QSI/QUA,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/QSI/SSI_G_infra_dosip_it_qsi_ssi,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/QSI/SSI,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/IDE_G_infra_dosip_it_spi_ide,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/IDE,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SPE/ETS_G_infra_dosip_it_spi_spe_ets,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SPE/ETS,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SPE/SPR_G_infra_dosip_it_spi_spe_spr,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SPE/SPR,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SRI/SD_G_infra_dosip_it_spi_sri_sd,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SRI/SD,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SRI_G_infra_dosip_it_spi_sri,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SRI,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/TCC_G_infra_dosip_it_tcc,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/TCC,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/ITD DOS CDS DI_G_infra_dosip_ea_psp_dec_di,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/ITD DOS CDS DI,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe HELPDESK CAAGIS_G_infra_helpdesk_caagis,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe HELPDESK CAAGIS,
Fonction de sécurité définissant les droits  IPK et/ou Workflow,,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe RH RCI_G_infra_rh_RCI,P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe RH RCI,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs externe de la DOSIP_G_DSI_Externes,P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs externe de la DOSIP,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs internes de la DOSIP_G_DSI_Internes,P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs internes de la DOSIP,
Groupe de mapping issu de l'AD,,P_SVP.NET_Groupe AD pour mapping avec modeleAgent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/ORACLE_G_infra_dosip_ea_eif_alm_oracle,P_SVP.NET_Groupe AD pour mapping avec modeleAgent IPK et/ou workflow - équipe DOSIP/EA/EIF/ALM/ORACLE,
"Administrateur pouvant créer des comptes Agent, paramétrer Sightcall (définition des Use case), consulter le journal des appels, etcé",,P_Sightcall_Admin,P_Sightcall_Admin,
Utilisateur pouvant initier des appels visio (depuis le CRM Darwin),,P_Sightcall_Agent,P_Sightcall_Agent,
Attribution d'un iPhone é un collaborateur Pacifica,,P_Smartphone_iPhone PACIFICA,P_Smartphone_iPhone PACIFICA,
Attribution d'un iPhone é un collaborateur en UGS,,P_Smartphone_iPhone UGS,P_Smartphone_iPhone UGS,
Attribution d'un iPhone é un collaborateur VIAREN,,P_Smartphone_iPhone VIAREN,P_Smartphone_iPhone VIAREN,
Rédacteur Assurance Production + Fonctions tarifaires rattaché é l'entité 540,,"P_Sésame Formation_	Rédacteur Assurance Production + Fonctions tarifaires - 540_540_RAB","P_Sésame Formation_	Rédacteur Assurance Production + Fonctions tarifaires - 540_540",
Administrateur Référentiel de Production rattaché é l'entité 540,,P_Sésame Formation_Administrateur Référentiel de Production - 540_540_GAC,P_Sésame Formation_Administrateur Référentiel de Production - 540_540,
Administrateur Référentiel de Production rattaché é l'entité 541,,P_Sésame Formation_Administrateur Référentiel de Production - 541_541_GAC,P_Sésame Formation_Administrateur Référentiel de Production - 541_541,
Appui Technique Régional (en UGS) rattaché é l'entité S01,,P_Sésame Formation_Appui Technique Régional (en UGS) - S01_S01_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S01_S01,
Appui Technique Régional (en UGS) rattaché é l'entité S02,,P_Sésame Formation_Appui Technique Régional (en UGS) - S02_S02_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S02_S02,
Appui Technique Régional (en UGS) rattaché é l'entité S03,,P_Sésame Formation_Appui Technique Régional (en UGS) - S03_S03_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S03_S03,
Appui Technique Régional (en UGS) rattaché é l'entité S04,,P_Sésame Formation_Appui Technique Régional (en UGS) - S04_S04_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S04_S04,
Appui Technique Régional (en UGS) rattaché é l'entité S05,,P_Sésame Formation_Appui Technique Régional (en UGS) - S05_S05_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S05_S05,
Appui Technique Régional (en UGS) rattaché é l'entité S06,,P_Sésame Formation_Appui Technique Régional (en UGS) - S06_S06_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S06_S06,
Appui Technique Régional (en UGS) rattaché é l'entité S07,,P_Sésame Formation_Appui Technique Régional (en UGS) - S07_S07_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S07_S07,
Appui Technique Régional (en UGS) rattaché é l'entité S08,,P_Sésame Formation_Appui Technique Régional (en UGS) - S08_S08_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S08_S08,
Appui Technique Régional (en UGS) rattaché é l'entité S09,,P_Sésame Formation_Appui Technique Régional (en UGS) - S09_S09_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S09_S09,
Appui Technique Régional (en UGS) rattaché é l'entité S10,,P_Sésame Formation_Appui Technique Régional (en UGS) - S10_S10_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S10_S10,
Appui Technique Régional (en UGS) rattaché é l'entité S11,,P_Sésame Formation_Appui Technique Régional (en UGS) - S11_S11_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S11_S11,
Appui Technique Régional (en UGS) rattaché é l'entité S12,,P_Sésame Formation_Appui Technique Régional (en UGS) - S12_S12_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S12_S12,
Appui Technique Régional (en UGS) rattaché é l'entité S13,,P_Sésame Formation_Appui Technique Régional (en UGS) - S13_S13_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S13_S13,
Appui Technique Régional (en UGS) rattaché é l'entité S15,,P_Sésame Formation_Appui Technique Régional (en UGS) - S15_S15_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S15_S15,
Appui Technique Régional (en UGS) rattaché é l'entité S80,,P_Sésame Formation_Appui Technique Régional (en UGS) - S80_S80_ATR,P_Sésame Formation_Appui Technique Régional (en UGS) - S80_S80,
